id,text,skills,categories,source,anchor_skill,anchor_category
sample-00283,"The Application Engineer will help modernize our platform and delivery process. The role needs hands-on knowledge of React, Scrum, k8s, and py test. You must have experience with k8s, py test, and Tableau. You will work on automation, monitoring, and measurable business outcomes. Nice to have: machine learning.",Kubernetes|Machine Learning|PyTest|React|Scrum|Tableau,Cloud/DevOps|Data/AI|Framework/Library|Process|Testing/Quality,synthetic,React,Framework/Library
sample-01598,"Our team needs a Technical Program Manager to scale critical business workflows. The role needs hands-on knowledge of agile, microsoft azure, Microservices, and integration tests. You must have experience with Microservices, integration tests, and typescript. You will partner with product, engineering, and analytics teams on production use cases. Bonus points if you have worked with Bash and fast api.",Agile|Azure|Bash|FastAPI|Integration Testing|Microservices|TypeScript,Architecture|Cloud/DevOps|Framework/Library|Process|Programming Language|Testing/Quality|Tooling,synthetic,Agile,Process
sample-00091,"The Backend Engineer will help modernize our platform and delivery process. You must have experience with typescript, Agile, and mentor. Required skills include mentor and github actions. You will work on automation, monitoring, and measurable business outcomes. Nice to have: Spring Boot.",Agile|GitHub Actions|Mentoring|Spring Boot|TypeScript,Cloud/DevOps|Framework/Library|Process|Programming Language|Soft Skill,synthetic,TypeScript,Programming Language
sample-01116,"Our team needs a AI Engineer to scale critical business workflows. Strong experience with Data Engineering, pytest, TensorFlow, and angular is expected. You must have experience with TensorFlow, angular, and Hadoop. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes Collaboration and .net c#.",Angular|C#|Collaboration|Data Engineering|Hadoop|PyTest|TensorFlow,Data/AI|Framework/Library|Programming Language|Soft Skill|Testing/Quality,synthetic,Data Engineering,Data/AI
sample-00601,"We are hiring a Cloud Engineer to build reliable production systems. Required skills include google cloud platform, aws, GitHub Actions, and ansible. Required skills include GitHub Actions, ansible, and Snowflake. You will translate business requirements into deployable technical solutions. Bonus points if you have worked with Docker and prioritization.",AWS|Ansible|Docker|GCP|GitHub Actions|Snowflake|Time Management,Cloud/DevOps|Database|Soft Skill,synthetic,GCP,Cloud/DevOps
sample-00295,"We are hiring a Full Stack Engineer to build reliable production systems. The role needs hands-on knowledge of angular, .net, and FastAPI. Strong experience with FastAPI and postgres is expected. You will partner with product, engineering, and analytics teams on production use cases. Preferred experience includes tableau and MySQL.",.NET|Angular|FastAPI|MySQL|PostgreSQL|Tableau,Data/AI|Database|Framework/Library,synthetic,Angular,Framework/Library
sample-00012,"The Platform Engineer will help modernize our platform and delivery process. Strong experience with Python and mongo is expected. You must have experience with mongo and gitlab. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: Terraform.",Git|MongoDB|Python|Terraform,Cloud/DevOps|Database|Programming Language|Tooling,synthetic,Python,Programming Language
sample-00989,"Our team needs a Data Scientist to scale critical business workflows. Strong experience with Machine Learning, git, integration tests, and ansible is expected. Required skills include integration tests, ansible, and system design. You will translate business requirements into deployable technical solutions. Bonus points if you have worked with Jenkins and mentoring.",Ansible|Git|Integration Testing|Jenkins|Machine Learning|Mentoring|System Design,Architecture|Cloud/DevOps|Data/AI|Soft Skill|Testing/Quality|Tooling,synthetic,Machine Learning,Data/AI
sample-01022,"Our team needs a Software Engineer to scale critical business workflows. You must have experience with deep learning, Rust, csharp, and GCP. Required skills include csharp, GCP, and javascript. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: Snowflake and nlp.",C#|Deep Learning|GCP|JavaScript|NLP|Rust|Snowflake,Cloud/DevOps|Data/AI|Database|Programming Language,synthetic,Deep Learning,Data/AI
sample-01244,"The Machine Learning Engineer will help modernize our platform and delivery process. Required skills include power bi, Rust, Spring Boot, and cpp. Required skills include Spring Boot, cpp, and deep learning. You will work on automation, monitoring, and measurable business outcomes. Preferred experience includes ci/cd.",C++|CI/CD|Deep Learning|Power BI|Rust|Spring Boot,Cloud/DevOps|Data/AI|Framework/Library|Programming Language,synthetic,Power BI,Data/AI
sample-00603,"We are hiring a DevOps Engineer to build reliable production systems. You must have experience with google cloud, gitlab, and R. Required skills include R and Kubernetes. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes unit testing.",GCP|Git|Kubernetes|R|Unit Testing,Cloud/DevOps|Programming Language|Testing/Quality|Tooling,synthetic,GCP,Cloud/DevOps
sample-00103,"This Software Engineer position focuses on building high-impact data products. Required skills include c++ and Ansible. You must have experience with Ansible and data analytics. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: lead teams and Elasticsearch.",Ansible|C++|Data Analysis|Elasticsearch|Leadership,Cloud/DevOps|Data/AI|Database|Programming Language|Soft Skill,synthetic,C++,Programming Language
sample-01702,"This Machine Learning Engineer position focuses on building high-impact data products. You must have experience with problem solving, ansible, python, and Power BI. Strong experience with python, Power BI, and computer vision is expected. You will design pipelines, support delivery teams, and improve model reliability. Nice to have: Flask and gcp.",Ansible|Computer Vision|Flask|GCP|Power BI|Problem Solving|Python,Cloud/DevOps|Data/AI|Framework/Library|Programming Language|Soft Skill,synthetic,Problem Solving,Soft Skill
sample-00720,"We are hiring a Infrastructure Engineer to build reliable production systems. You must have experience with ansible, Node.js, and Data Engineering. You must have experience with Data Engineering and C++. You will translate business requirements into deployable technical solutions. Preferred experience includes stakeholders.",Ansible|C++|Data Engineering|Node.js|Stakeholder Management,Cloud/DevOps|Data/AI|Framework/Library|Programming Language|Soft Skill,synthetic,Ansible,Cloud/DevOps
sample-00848,This Data Engineer position focuses on building high-impact data products. Required skills include MySQL and JUnit. The role needs hands-on knowledge of JUnit and Stakeholder Management. You will translate business requirements into deployable technical solutions. Preferred experience includes Redis and GitHub Actions.,GitHub Actions|JUnit|MySQL|Redis|Stakeholder Management,Cloud/DevOps|Database|Soft Skill|Testing/Quality,synthetic,MySQL,Database
sample-01655,"Our team needs a Team Lead to scale critical business workflows. You must have experience with communicate, rust, node.js, and tableau. The role needs hands-on knowledge of node.js, tableau, and microsoft azure. You will partner with product, engineering, and analytics teams on production use cases. Nice to have: cpp.",Azure|C++|Communication|Node.js|Rust|Tableau,Cloud/DevOps|Data/AI|Framework/Library|Programming Language|Soft Skill,synthetic,Communication,Soft Skill
sample-01213,"This Software Development Engineer in Test position focuses on building high-impact data products. Strong experience with Tableau, continuous integration, test driven development, and Selenium is expected. The role needs hands-on knowledge of test driven development, Selenium, and snowflake. You will design pipelines, support delivery teams, and improve model reliability. Preferred experience includes MySQL.",CI/CD|MySQL|Selenium|Snowflake|TDD|Tableau,Cloud/DevOps|Data/AI|Database|Testing/Quality,synthetic,Tableau,Data/AI
